,NeuralAgentOpMe_Student13_200cAgent_rng,Student13_200cAgent
2626,0.145,4.795
2627,0.14,4.815
2628,0.12,4.845
2629,0.13,4.78
2630,0.125,4.8
2631,0.135,4.785
2632,0.12,4.845
2633,0.125,4.85
2634,0.11,4.885
2635,0.115,4.84
2636,0.09,4.915
2637,0.115,4.865
2638,0.11,4.885
2639,0.095,4.92
2640,0.125,4.85
2641,0.14,4.815
2642,0.14,4.765
2643,0.125,4.8
2644,0.14,4.79
2645,0.13,4.805
2646,0.105,4.88
2647,0.11,4.86
2648,0.14,4.79
2649,0.12,4.82
2650,0.115,4.865
2651,0.11,4.86
2652,0.14,4.765
2653,0.13,4.83
2654,0.15,4.75
2655,0.125,4.825
2656,0.12,4.87
2657,0.13,4.83
2658,0.13,4.78
2659,0.09,4.915
2660,0.11,4.86
2661,0.115,4.865
2662,0.13,4.83
2663,0.075,4.95
2664,0.12,4.845
2665,0.14,4.815
2666,0.11,4.885
2667,0.15,4.75
2668,0.1,4.9
2669,0.13,4.805
2670,0.115,4.84
2671,0.13,4.83
2672,0.14,4.765
2673,0.125,4.825
2674,0.125,4.825
2675,0.12,4.82
2676,0.125,4.825
2677,0.155,4.755
2678,0.125,4.85
2679,0.115,4.865
2680,0.115,4.865
2681,0.115,4.84
2682,0.105,4.88
2683,0.13,4.805
2684,0.145,4.77
2685,0.1,4.9
2686,0.125,4.85
2687,0.125,4.8
2688,0.115,4.865
2689,0.14,4.765
2690,0.115,4.84
2691,0.11,4.86
2692,0.12,4.82
2693,0.15,4.775
2694,0.12,4.845
2695,0.115,4.89
2696,0.13,4.805
2697,0.105,4.88
2698,0.165,4.69
2699,0.13,4.805
2700,0.12,4.845
2701,0.11,4.835
2702,0.12,4.845
2703,0.115,4.865
2704,0.12,4.87
2705,0.09,4.915
2706,0.12,4.82
2707,0.125,4.825
2708,0.13,4.83
2709,0.105,4.88
2710,0.125,4.8
2711,0.13,4.83
2712,0.115,4.865
2713,0.09,4.915
2714,0.13,4.805
2715,0.115,4.865
2716,0.125,4.825
2717,0.155,4.73
2718,0.13,4.805
2719,0.1,4.9
2720,0.105,4.88
2721,0.13,4.805
2722,0.135,4.81
2723,0.13,4.805
2724,0.11,4.86
2725,0.115,4.865
2726,0.135,4.81
2727,0.12,4.845
2728,0.125,4.825
2729,0.13,4.805
2730,0.105,4.88
2731,0.105,4.905
2732,0.135,4.835
2733,0.115,4.89
2734,0.13,4.805
2735,0.125,4.825
2736,0.11,4.885
2737,0.12,4.845
2738,0.09,4.915
2739,0.105,4.855
2740,0.16,4.735
2741,0.115,4.84
2742,0.14,4.765
2743,0.1,4.875
2744,0.135,4.81
2745,0.14,4.765
2746,0.14,4.79
2747,0.095,4.92
2748,0.115,4.84
2749,0.1,4.9
2750,0.1,4.9
2751,0.14,4.79
2752,0.12,4.845
2753,0.105,4.88
2754,0.135,4.81
2755,0.11,4.86
2756,0.115,4.815
2757,0.13,4.805
2758,0.12,4.845
2759,0.13,4.83
2760,0.125,4.825
2761,0.135,4.81
2762,0.1,4.85
2763,0.125,4.8
2764,0.12,4.87
2765,0.125,4.825
2766,0.145,4.77
2767,0.14,4.79
2768,0.115,4.84
2769,0.135,4.81
2770,0.13,4.83
2771,0.11,4.885
2772,0.115,4.865
2773,0.12,4.845
2774,0.11,4.86
2775,0.14,4.79
2776,0.115,4.84
2777,0.12,4.82
2778,0.105,4.905
2779,0.16,4.71
2780,0.105,4.88
2781,0.125,4.825
2782,0.135,4.785
2783,0.12,4.845
2784,0.11,4.885
2785,0.105,4.905
2786,0.095,4.895
2787,0.13,4.805
2788,0.135,4.785
2789,0.115,4.84
2790,0.14,4.815
2791,0.1,4.9
2792,0.125,4.85
2793,0.09,4.915
2794,0.135,4.81
2795,0.105,4.88
2796,0.13,4.83
2797,0.12,4.82
2798,0.115,4.865
2799,0.12,4.87
2800,0.125,4.85
2801,0.12,4.87
2802,0.12,4.82
2803,0.095,4.895
2804,0.135,4.81
2805,0.1,4.875
2806,0.12,4.87
2807,0.135,4.785
2808,0.115,4.84
2809,0.105,4.88
2810,0.135,4.81
2811,0.105,4.905
2812,0.12,4.87
2813,0.14,4.765
2814,0.085,4.935
2815,0.125,4.825
2816,0.115,4.84
2817,0.15,4.75
2818,0.095,4.895
2819,0.135,4.81
2820,0.12,4.82
2821,0.165,4.665
2822,0.105,4.855
2823,0.13,4.805
2824,0.115,4.84
2825,0.12,4.845
2826,0.125,4.8
2827,0.125,4.8
2828,0.115,4.815
2829,0.12,4.845
2830,0.13,4.78
2831,0.11,4.885
2832,0.105,4.905
2833,0.12,4.87
2834,0.125,4.85
2835,0.135,4.81
2836,0.12,4.82
2837,0.13,4.83
2838,0.15,4.75
2839,0.09,4.915
2840,0.14,4.79
2841,0.105,4.88
2842,0.125,4.85
2843,0.135,4.81
2844,0.12,4.845
2845,0.14,4.815
2846,0.13,4.83
2847,0.115,4.815
2848,0.115,4.89
2849,0.115,4.865
2850,0.105,4.855
2851,0.12,4.845
2852,0.155,4.755
2853,0.12,4.845
2854,0.14,4.79
2855,0.125,4.8
2856,0.13,4.83
2857,0.095,4.92
2858,0.125,4.85
2859,0.12,4.845
2860,0.12,4.82
2861,0.13,4.83
2862,0.13,4.78
2863,0.09,4.915
2864,0.12,4.845
2865,0.11,4.885
2866,0.135,4.81
2867,0.135,4.76
2868,0.11,4.885
2869,0.13,4.83
2870,0.13,4.78
2871,0.12,4.87
2872,0.115,4.84
2873,0.12,4.82
2874,0.125,4.85
2875,0.12,4.845
2876,0.14,4.815
2877,0.14,4.79
2878,0.135,4.785
2879,0.11,4.885
2880,0.125,4.825
2881,0.155,4.73
2882,0.125,4.85
2883,0.125,4.825
2884,0.14,4.765
2885,0.125,4.85
2886,0.115,4.84
2887,0.115,4.865
2888,0.11,4.885
2889,0.115,4.865
2890,0.13,4.83
2891,0.145,4.77
2892,0.14,4.79
2893,0.135,4.81
2894,0.12,4.845
2895,0.12,4.845
2896,0.125,4.825
2897,0.1,4.9
2898,0.115,4.84
2899,0.09,4.915
2900,0.105,4.88
2901,0.1,4.875
2902,0.13,4.805
2903,0.125,4.8
2904,0.155,4.73
2905,0.12,4.87
2906,0.13,4.83
2907,0.13,4.83
2908,0.125,4.8
2909,0.125,4.875
2910,0.09,4.915
2911,0.125,4.85
2912,0.115,4.865
2913,0.12,4.82
2914,0.105,4.88
2915,0.105,4.855
2916,0.11,4.835
2917,0.12,4.845
2918,0.11,4.885
2919,0.115,4.84
2920,0.115,4.84
2921,0.145,4.77
2922,0.105,4.88
2923,0.1,4.875
2924,0.115,4.84
2925,0.12,4.845
2926,0.1,4.875
2927,0.12,4.845
2928,0.12,4.87
2929,0.145,4.795
2930,0.135,4.785
2931,0.135,4.81
2932,0.105,4.88
2933,0.13,4.78
2934,0.13,4.78
2935,0.14,4.815
2936,0.1,4.9
2937,0.1,4.875
2938,0.12,4.845
2939,0.135,4.835
2940,0.115,4.865
2941,0.1,4.85
2942,0.14,4.765
2943,0.12,4.845
2944,0.125,4.85
2945,0.13,4.78
2946,0.12,4.82
2947,0.12,4.845
2948,0.125,4.825
2949,0.115,4.865
2950,0.125,4.8
2951,0.105,4.855
2952,0.12,4.845
2953,0.1,4.9
2954,0.12,4.845
2955,0.125,4.85
2956,0.115,4.84
2957,0.105,4.88
2958,0.1,4.875
2959,0.14,4.815
2960,0.13,4.83
2961,0.1,4.9
2962,0.125,4.825
2963,0.12,4.87
2964,0.135,4.785
2965,0.11,4.86
2966,0.11,4.86
2967,0.12,4.845
2968,0.125,4.85
2969,0.145,4.795
2970,0.145,4.77
2971,0.12,4.845
2972,0.115,4.84
2973,0.15,4.75
2974,0.115,4.865
2975,0.105,4.905
2976,0.155,4.755
2977,0.115,4.865
2978,0.135,4.81
2979,0.125,4.8
2980,0.13,4.78
2981,0.145,4.77
2982,0.12,4.845
2983,0.11,4.86
2984,0.12,4.82
2985,0.11,4.86
2986,0.115,4.865
2987,0.125,4.825
2988,0.11,4.835
2989,0.12,4.82
2990,0.14,4.74
2991,0.125,4.85
2992,0.1,4.85
2993,0.12,4.87
2994,0.125,4.85
2995,0.16,4.71
2996,0.09,4.915
2997,0.12,4.87
2998,0.115,4.89
2999,0.125,4.825
3000,0.105,4.88
3001,0.15,4.75
3002,0.135,4.81
3003,0.095,4.895
3004,0.125,4.825
3005,0.135,4.81
3006,0.085,4.935
3007,0.105,4.855
3008,0.12,4.82
3009,0.09,4.915
3010,0.125,4.825
3011,0.145,4.745
3012,0.11,4.885
3013,0.135,4.81
3014,0.13,4.805
3015,0.13,4.78
3016,0.125,4.825
3017,0.105,4.88
3018,0.125,4.8
3019,0.12,4.87
3020,0.115,4.84
3021,0.11,4.86
3022,0.13,4.855
3023,0.095,4.92
3024,0.145,4.795
3025,0.145,4.795
3026,0.1,4.9
3027,0.115,4.84
3028,0.135,4.785
3029,0.11,4.885
3030,0.125,4.8
3031,0.115,4.865
3032,0.135,4.81
3033,0.12,4.845
3034,0.11,4.86
3035,0.09,4.915
3036,0.13,4.83
3037,0.12,4.845
3038,0.115,4.865
3039,0.11,4.835
3040,0.125,4.8
3041,0.135,4.785
3042,0.145,4.77
3043,0.135,4.835
3044,0.14,4.765
3045,0.13,4.805
3046,0.105,4.88
3047,0.125,4.8
3048,0.105,4.88
3049,0.12,4.87
3050,0.12,4.845
3051,0.13,4.78
3052,0.125,4.85
3053,0.135,4.785
3054,0.135,4.81
3055,0.125,4.825
3056,0.095,4.895
3057,0.12,4.845
3058,0.095,4.895
3059,0.145,4.745
3060,0.135,4.81
3061,0.14,4.79
3062,0.15,4.75
3063,0.11,4.885
3064,0.125,4.825
3065,0.14,4.765
3066,0.105,4.88
3067,0.13,4.78
3068,0.1,4.9
3069,0.125,4.825
3070,0.115,4.89
3071,0.12,4.82
3072,0.095,4.895
3073,0.15,4.75
3074,0.13,4.855
3075,0.145,4.77
3076,0.12,4.845
3077,0.135,4.835
3078,0.12,4.845
3079,0.1,4.9
3080,0.12,4.82
3081,0.14,4.815
3082,0.15,4.775
3083,0.135,4.81
3084,0.13,4.83
3085,0.125,4.825
3086,0.125,4.825
3087,0.13,4.78
3088,0.095,4.92
3089,0.11,4.885
3090,0.13,4.78
3091,0.1,4.9
3092,0.14,4.765
3093,0.11,4.86
3094,0.13,4.805
3095,0.1,4.9
3096,0.125,4.85
3097,0.1,4.9
3098,0.105,4.88
3099,0.14,4.79
3100,0.135,4.785
3101,0.125,4.8
3102,0.13,4.78
3103,0.115,4.89
3104,0.13,4.805
3105,0.095,4.92
3106,0.11,4.86
3107,0.135,4.835
3108,0.12,4.845
3109,0.115,4.865
3110,0.105,4.88
3111,0.11,4.885
3112,0.1,4.9
3113,0.13,4.83
3114,0.145,4.745
3115,0.12,4.845
3116,0.11,4.885
3117,0.08,4.93
3118,0.115,4.865
3119,0.13,4.83
3120,0.13,4.83
3121,0.145,4.77
3122,0.145,4.745
3123,0.115,4.865
3124,0.13,4.805
3125,0.1,4.9
3126,0.14,4.79
3127,0.145,4.77
3128,0.125,4.825
3129,0.11,4.885
3130,0.145,4.77
3131,0.115,4.84
3132,0.14,4.79
3133,0.12,4.845
3134,0.13,4.83
3135,0.09,4.915
3136,0.115,4.865
3137,0.14,4.815
3138,0.135,4.785
3139,0.105,4.88
3140,0.14,4.79
3141,0.15,4.75
3142,0.12,4.845
3143,0.155,4.73
3144,0.125,4.825
3145,0.12,4.795
3146,0.12,4.87
3147,0.125,4.825
3148,0.1,4.875
3149,0.125,4.825
3150,0.09,4.915
3151,0.125,4.8
3152,0.11,4.86
3153,0.125,4.825
3154,0.085,4.91
3155,0.13,4.83
3156,0.13,4.805
3157,0.14,4.79
3158,0.125,4.825
3159,0.095,4.895
3160,0.135,4.81
3161,0.095,4.92
3162,0.12,4.82
3163,0.14,4.79
3164,0.105,4.83
3165,0.11,4.86
3166,0.13,4.78
3167,0.12,4.845
3168,0.115,4.84
3169,0.1,4.875
3170,0.13,4.805
3171,0.105,4.905
3172,0.085,4.935
3173,0.105,4.905
3174,0.13,4.83
3175,0.145,4.795
3176,0.125,4.8
3177,0.105,4.905
3178,0.115,4.84
3179,0.105,4.88
3180,0.13,4.83
3181,0.125,4.825
3182,0.13,4.805
3183,0.14,4.79
3184,0.135,4.81
3185,0.11,4.86
3186,0.115,4.84
3187,0.12,4.845
3188,0.125,4.825
3189,0.145,4.745
3190,0.155,4.705
3191,0.1,4.9
3192,0.13,4.83
3193,0.125,4.825
3194,0.115,4.865
3195,0.11,4.86
3196,0.12,4.87
3197,0.13,4.83
3198,0.12,4.845
3199,0.135,4.785
3200,0.145,4.795
3201,0.145,4.795
3202,0.085,4.935
3203,0.135,4.81
3204,0.135,4.81
3205,0.135,4.835
3206,0.11,4.885
3207,0.105,4.88
3208,0.14,4.765
3209,0.16,4.735
3210,0.12,4.845
3211,0.125,4.825
3212,0.11,4.885
3213,0.125,4.825
3214,0.095,4.92
3215,0.11,4.885
3216,0.125,4.825
3217,0.115,4.865
3218,0.13,4.805
3219,0.12,4.82
3220,0.1,4.9
3221,0.12,4.845
3222,0.11,4.86
3223,0.1,4.9
3224,0.14,4.79
3225,0.125,4.85
3226,0.15,4.775
3227,0.135,4.81
3228,0.12,4.87
3229,0.135,4.785
3230,0.13,4.78
3231,0.13,4.805
3232,0.105,4.905
3233,0.115,4.84
3234,0.125,4.85
3235,0.115,4.84
3236,0.165,4.69
3237,0.115,4.865
3238,0.11,4.885
3239,0.13,4.83
3240,0.11,4.86
3241,0.135,4.785
3242,0.135,4.785
3243,0.135,4.81
3244,0.125,4.85
3245,0.11,4.885
3246,0.095,4.92
3247,0.13,4.83
3248,0.1,4.9
3249,0.1,4.9
3250,0.125,4.85
3251,0.125,4.825
3252,0.12,4.845
3253,0.125,4.825
3254,0.125,4.85
3255,0.11,4.885
3256,0.12,4.82
3257,0.145,4.77
3258,0.135,4.785
3259,0.095,4.92
3260,0.115,4.865
3261,0.135,4.81
3262,0.145,4.795
3263,0.115,4.84
3264,0.11,4.835
3265,0.105,4.88
3266,0.125,4.85
3267,0.135,4.81
3268,0.13,4.83
3269,0.145,4.795
3270,0.115,4.815
3271,0.11,4.86
3272,0.14,4.79
3273,0.15,4.75
3274,0.12,4.845
3275,0.13,4.83
3276,0.125,4.825
3277,0.105,4.905
3278,0.145,4.745
3279,0.115,4.865
3280,0.15,4.75
3281,0.13,4.83
3282,0.125,4.8
3283,0.12,4.87
3284,0.135,4.835
3285,0.11,4.885
3286,0.1,4.85
3287,0.13,4.805
3288,0.135,4.785
3289,0.115,4.865
3290,0.13,4.805
3291,0.105,4.83
3292,0.09,4.915
3293,0.145,4.77
3294,0.135,4.785
3295,0.14,4.79
3296,0.115,4.865
3297,0.115,4.865
3298,0.13,4.83
3299,0.115,4.865
3300,0.095,4.92
3301,0.105,4.905
3302,0.14,4.765
3303,0.13,4.805
3304,0.1,4.9
3305,0.12,4.845
3306,0.135,4.785
3307,0.12,4.87
3308,0.155,4.68
3309,0.14,4.79
3310,0.115,4.84
3311,0.135,4.81
3312,0.115,4.84
3313,0.14,4.765
3314,0.105,4.88
3315,0.135,4.81
3316,0.125,4.825
3317,0.155,4.73
3318,0.12,4.87
3319,0.12,4.87
3320,0.135,4.835
3321,0.125,4.8
3322,0.14,4.79
3323,0.085,4.935
3324,0.135,4.785
3325,0.115,4.865
3326,0.095,4.92
3327,0.125,4.85
3328,0.115,4.865
3329,0.145,4.77
3330,0.13,4.83
3331,0.135,4.785
3332,0.125,4.825
3333,0.095,4.895
3334,0.11,4.885
3335,0.105,4.855
3336,0.145,4.795
3337,0.12,4.845
3338,0.13,4.83
3339,0.12,4.845
3340,0.125,4.85
3341,0.12,4.87
3342,0.15,4.775
3343,0.14,4.815
3344,0.11,4.885
3345,0.105,4.88
3346,0.095,4.92
3347,0.12,4.845
3348,0.1,4.875
3349,0.125,4.8
3350,0.115,4.865
3351,0.125,4.825
3352,0.14,4.815
3353,0.13,4.83
3354,0.11,4.835
3355,0.105,4.88
3356,0.12,4.845
3357,0.1,4.875
3358,0.125,4.825
3359,0.13,4.805
3360,0.12,4.845
3361,0.13,4.78
3362,0.11,4.885
3363,0.1,4.875
3364,0.115,4.84
3365,0.135,4.785
3366,0.125,4.825
3367,0.11,4.885
3368,0.125,4.825
3369,0.15,4.75
3370,0.115,4.815
3371,0.13,4.83
3372,0.145,4.77
3373,0.115,4.865
3374,0.13,4.805
3375,0.11,4.86
3376,0.12,4.82
3377,0.14,4.79
3378,0.14,4.79
3379,0.115,4.865
3380,0.105,4.855
3381,0.095,4.92
3382,0.14,4.79
3383,0.11,4.86
3384,0.13,4.805
3385,0.115,4.865
3386,0.135,4.835
3387,0.12,4.82
3388,0.13,4.78
3389,0.11,4.885
3390,0.125,4.825
3391,0.13,4.83
3392,0.1,4.9
3393,0.135,4.835
3394,0.13,4.805
3395,0.12,4.87
3396,0.125,4.85
3397,0.115,4.865
3398,0.105,4.855
3399,0.115,4.84
3400,0.135,4.81
3401,0.115,4.865
3402,0.135,4.81
3403,0.12,4.845
3404,0.095,4.895
3405,0.1,4.9
3406,0.11,4.885
3407,0.11,4.835
3408,0.14,4.765
3409,0.115,4.815
3410,0.105,4.88
3411,0.135,4.81
3412,0.145,4.745
3413,0.135,4.835
3414,0.12,4.845
3415,0.13,4.78
3416,0.1,4.9
3417,0.125,4.825
3418,0.125,4.825
3419,0.1,4.9
3420,0.11,4.885
3421,0.115,4.865
3422,0.135,4.81
3423,0.13,4.83
3424,0.135,4.785
3425,0.13,4.855
3426,0.13,4.78
3427,0.145,4.795
3428,0.115,4.865
3429,0.115,4.865
3430,0.11,4.835
3431,0.13,4.805
3432,0.105,4.88
3433,0.13,4.78
3434,0.155,4.755
3435,0.105,4.905
3436,0.135,4.81
3437,0.135,4.835
3438,0.1,4.9
3439,0.095,4.895
3440,0.115,4.815
3441,0.1,4.9
3442,0.085,4.91
3443,0.125,4.775
3444,0.11,4.885
3445,0.11,4.885
3446,0.13,4.83
3447,0.1,4.9
3448,0.15,4.775
3449,0.135,4.785
3450,0.115,4.84
3451,0.12,4.845
3452,0.11,4.885
3453,0.12,4.795
3454,0.125,4.85
3455,0.115,4.84
3456,0.12,4.87
3457,0.1,4.9
3458,0.145,4.795
3459,0.115,4.865
3460,0.145,4.795
3461,0.115,4.865
3462,0.125,4.85
3463,0.15,4.75
3464,0.11,4.885
3465,0.13,4.83
3466,0.125,4.8
3467,0.105,4.88
3468,0.125,4.8
3469,0.125,4.8
3470,0.135,4.785
3471,0.125,4.825
3472,0.105,4.905
3473,0.12,4.87
3474,0.105,4.88
3475,0.1,4.9
3476,0.105,4.88
3477,0.155,4.755
3478,0.14,4.79
3479,0.135,4.81
3480,0.12,4.82
3481,0.12,4.845
3482,0.105,4.905
3483,0.115,4.89
3484,0.115,4.84
3485,0.125,4.875
3486,0.115,4.865
3487,0.145,4.77
3488,0.11,4.86
3489,0.135,4.81
3490,0.11,4.86
3491,0.125,4.85
3492,0.12,4.82
3493,0.11,4.86
3494,0.115,4.84
3495,0.1,4.875
3496,0.135,4.785
3497,0.115,4.84
3498,0.1,4.9
3499,0.13,4.83
3500,0.085,4.935
3501,0.135,4.785
3502,0.125,4.8
3503,0.135,4.785
3504,0.125,4.85
3505,0.115,4.815
3506,0.095,4.895
3507,0.12,4.845
3508,0.11,4.885
3509,0.105,4.855
3510,0.13,4.855
3511,0.14,4.765
3512,0.135,4.735
3513,0.145,4.77
3514,0.125,4.825
3515,0.1,4.9
3516,0.105,4.905
3517,0.135,4.81
3518,0.13,4.805
3519,0.115,4.84
3520,0.115,4.865
3521,0.135,4.81
3522,0.115,4.84
3523,0.11,4.835
3524,0.115,4.865
3525,0.09,4.915
3526,0.135,4.835
3527,0.165,4.69
3528,0.135,4.835
3529,0.09,4.915
3530,0.135,4.81
3531,0.14,4.79
3532,0.15,4.75
3533,0.115,4.815
3534,0.1,4.875
3535,0.13,4.83
3536,0.12,4.845
3537,0.11,4.86
3538,0.09,4.915
3539,0.125,4.825
3540,0.12,4.845
3541,0.135,4.785
3542,0.145,4.77
3543,0.125,4.825
3544,0.13,4.83
3545,0.135,4.81
3546,0.145,4.77
3547,0.105,4.905
3548,0.14,4.79
3549,0.11,4.86
3550,0.125,4.85
3551,0.14,4.79
3552,0.13,4.805
3553,0.125,4.825
3554,0.13,4.805
3555,0.13,4.83
3556,0.11,4.885
3557,0.12,4.845
3558,0.125,4.825
3559,0.11,4.86
3560,0.14,4.79
3561,0.11,4.885
3562,0.125,4.825
3563,0.125,4.825
3564,0.1,4.9
3565,0.1,4.9
3566,0.095,4.895
3567,0.1,4.9
3568,0.125,4.825
3569,0.12,4.845
3570,0.105,4.88
3571,0.145,4.77
3572,0.13,4.805
3573,0.125,4.825
3574,0.14,4.79
3575,0.135,4.81
3576,0.135,4.76
3577,0.15,4.775
3578,0.125,4.85
3579,0.13,4.83
3580,0.145,4.77
3581,0.12,4.82
3582,0.085,4.935
3583,0.135,4.835
3584,0.085,4.935
3585,0.125,4.825
3586,0.15,4.775
3587,0.115,4.865
3588,0.125,4.825
3589,0.12,4.845
3590,0.135,4.81
3591,0.135,4.76
3592,0.12,4.87
3593,0.12,4.845
3594,0.145,4.77
3595,0.105,4.855
3596,0.11,4.86
3597,0.11,4.86
3598,0.12,4.845
3599,0.095,4.895
3600,0.13,4.805
3601,0.13,4.83
3602,0.11,4.885
3603,0.14,4.815
3604,0.115,4.865
3605,0.11,4.835
3606,0.14,4.815
3607,0.125,4.85
3608,0.13,4.83
3609,0.145,4.77
3610,0.12,4.845
3611,0.135,4.81
3612,0.115,4.865
3613,0.13,4.78
3614,0.14,4.79
3615,0.135,4.835
3616,0.12,4.82
3617,0.145,4.795
3618,0.115,4.865
3619,0.11,4.86
3620,0.11,4.86
3621,0.105,4.905
3622,0.1,4.9
3623,0.105,4.905
3624,0.105,4.855
3625,0.095,4.92
3626,0.12,4.82
3627,0.15,4.725
3628,0.095,4.92
3629,0.145,4.77
3630,0.13,4.805
3631,0.12,4.845
3632,0.11,4.885
3633,0.095,4.92
3634,0.105,4.855
3635,0.14,4.765
3636,0.135,4.785
3637,0.13,4.78
3638,0.135,4.835
3639,0.13,4.805
3640,0.135,4.81
3641,0.125,4.825
3642,0.145,4.795
3643,0.09,4.915
3644,0.13,4.805
3645,0.145,4.77
3646,0.09,4.915
3647,0.12,4.845
3648,0.11,4.885
3649,0.125,4.85
3650,0.14,4.79
3651,0.145,4.77
3652,0.125,4.85
3653,0.125,4.85
3654,0.125,4.8
3655,0.135,4.835
3656,0.125,4.85
3657,0.145,4.72
3658,0.105,4.905
3659,0.115,4.84
3660,0.115,4.865
3661,0.105,4.855
3662,0.085,4.935
3663,0.105,4.855
3664,0.105,4.88
3665,0.135,4.81
3666,0.115,4.865
3667,0.12,4.845
3668,0.085,4.935
3669,0.13,4.805
3670,0.1,4.9
3671,0.105,4.88
3672,0.115,4.84
3673,0.13,4.83
3674,0.135,4.835
3675,0.105,4.905
3676,0.135,4.785
3677,0.145,4.77
3678,0.145,4.795
3679,0.145,4.77
3680,0.105,4.905
3681,0.1,4.85
3682,0.135,4.81
3683,0.115,4.865
3684,0.125,4.8
3685,0.1,4.9
3686,0.115,4.865
3687,0.14,4.79
3688,0.12,4.795
3689,0.11,4.86
3690,0.14,4.815
3691,0.11,4.86
3692,0.105,4.88
3693,0.11,4.885
3694,0.105,4.88
3695,0.13,4.805
3696,0.12,4.87
3697,0.14,4.79
3698,0.14,4.815
3699,0.12,4.845
3700,0.1,4.9
3701,0.125,4.85
3702,0.11,4.885
3703,0.12,4.845
3704,0.105,4.88
3705,0.12,4.82
3706,0.13,4.805
3707,0.12,4.87
3708,0.135,4.785
3709,0.09,4.915
3710,0.125,4.85
3711,0.125,4.825
3712,0.145,4.77
3713,0.125,4.85
3714,0.125,4.825
3715,0.145,4.77
3716,0.095,4.895
3717,0.115,4.865
3718,0.1,4.9
3719,0.13,4.83
3720,0.12,4.845
3721,0.13,4.805
3722,0.125,4.8
3723,0.12,4.87
3724,0.14,4.815
3725,0.115,4.84
3726,0.115,4.865
3727,0.125,4.825
3728,0.115,4.865
3729,0.125,4.85
3730,0.105,4.88
3731,0.14,4.79
3732,0.15,4.775
3733,0.115,4.865
3734,0.13,4.83
3735,0.115,4.84
3736,0.135,4.81
3737,0.11,4.81
3738,0.145,4.795
3739,0.12,4.82
3740,0.11,4.885
3741,0.085,4.91
3742,0.11,4.835
3743,0.085,4.935
3744,0.09,4.89
3745,0.12,4.82
3746,0.155,4.755
3747,0.1,4.9
3748,0.14,4.79
3749,0.11,4.885
3750,0.13,4.805
3751,0.165,4.69
3752,0.1,4.9
3753,0.125,4.8
3754,0.14,4.79
3755,0.11,4.86
3756,0.13,4.78
3757,0.125,4.825
3758,0.12,4.82
3759,0.145,4.77
3760,0.12,4.87
3761,0.1,4.9
3762,0.14,4.815
3763,0.13,4.805
3764,0.125,4.825
3765,0.125,4.85
3766,0.1,4.9
3767,0.135,4.835
3768,0.125,4.8
3769,0.13,4.805
3770,0.125,4.825
3771,0.13,4.805
3772,0.15,4.75
3773,0.115,4.865
3774,0.12,4.845
3775,0.115,4.865
3776,0.115,4.84
3777,0.13,4.78
3778,0.11,4.86
3779,0.13,4.805
3780,0.105,4.88
3781,0.16,4.685
3782,0.155,4.755
3783,0.115,4.84
3784,0.13,4.83
3785,0.135,4.81
3786,0.13,4.805
3787,0.14,4.79
3788,0.12,4.845
3789,0.095,4.92
3790,0.115,4.84
3791,0.095,4.895
3792,0.125,4.825
3793,0.12,4.82
3794,0.135,4.785
3795,0.135,4.785
3796,0.145,4.795
3797,0.11,4.835
3798,0.135,4.81
3799,0.135,4.81
3800,0.12,4.82
3801,0.125,4.85
3802,0.11,4.86
3803,0.14,4.765
3804,0.12,4.845
3805,0.145,4.77
3806,0.125,4.8
3807,0.13,4.805
3808,0.125,4.8
3809,0.14,4.79
3810,0.12,4.87
3811,0.11,4.885
3812,0.125,4.825
3813,0.11,4.885
3814,0.13,4.83
3815,0.095,4.92
3816,0.135,4.81
3817,0.155,4.755
3818,0.135,4.785
3819,0.105,4.88
3820,0.14,4.765
3821,0.13,4.83
3822,0.1,4.9
3823,0.15,4.725
3824,0.11,4.86
3825,0.14,4.79
3826,0.14,4.815
3827,0.12,4.87
3828,0.095,4.895
3829,0.115,4.84
3830,0.12,4.82
3831,0.105,4.88
3832,0.125,4.85
3833,0.1,4.875
3834,0.125,4.825
3835,0.12,4.845
3836,0.13,4.83
3837,0.11,4.885
3838,0.115,4.815
3839,0.11,4.86
3840,0.135,4.76
3841,0.11,4.86
3842,0.14,4.74
3843,0.095,4.895
3844,0.125,4.8
3845,0.105,4.905
3846,0.085,4.935
3847,0.135,4.81
3848,0.12,4.87
3849,0.125,4.85
3850,0.12,4.845
3851,0.11,4.86
3852,0.13,4.805
3853,0.145,4.77
3854,0.095,4.895
3855,0.115,4.84
3856,0.13,4.805
3857,0.105,4.855
3858,0.11,4.885
3859,0.11,4.885
3860,0.12,4.795
3861,0.11,4.86
3862,0.1,4.875
3863,0.155,4.755
3864,0.135,4.835
3865,0.125,4.8
3866,0.12,4.845
3867,0.1,4.9
3868,0.095,4.92
3869,0.13,4.805
3870,0.135,4.835
3871,0.1,4.9
3872,0.095,4.92
3873,0.125,4.825
3874,0.11,4.86
3875,0.105,4.855
3876,0.115,4.815
3877,0.105,4.88
3878,0.12,4.845
3879,0.125,4.825
3880,0.11,4.885
3881,0.085,4.935
3882,0.095,4.92
3883,0.13,4.805
3884,0.12,4.82
3885,0.115,4.89
3886,0.14,4.815
3887,0.13,4.805
3888,0.135,4.835
3889,0.105,4.855
3890,0.1,4.9
3891,0.09,4.915
3892,0.14,4.79
3893,0.135,4.835
3894,0.1,4.875
