,NeuralAgent_Student24_200bAgent,Student24_200bAgent
169,0.26,3.96
170,0.24,4.04
171,0.205,4.18
172,0.24,4.04
173,0.245,4.02
174,0.2,4.2
175,0.25,4.0
176,0.235,4.06
177,0.245,4.02
178,0.23,4.08
179,0.255,3.98
180,0.27,3.92
181,0.19,4.24
182,0.19,4.24
183,0.25,4.0
184,0.215,4.14
185,0.215,4.14
186,0.235,4.06
187,0.23,4.08
188,0.205,4.18
189,0.255,3.98
190,0.21,4.16
191,0.175,4.3
192,0.18,4.28
193,0.2,4.2
194,0.165,4.34
195,0.175,4.3
196,0.21,4.16
197,0.19,4.24
198,0.195,4.22
199,0.225,4.1
200,0.205,4.18
201,0.15,4.4
202,0.195,4.22
203,0.22,4.12
204,0.19,4.24
205,0.205,4.18
206,0.19,4.24
207,0.16,4.36
208,0.205,4.18
209,0.11,4.56
210,0.165,4.34
211,0.155,4.38
212,0.2,4.2
213,0.15,4.4
214,0.185,4.26
215,0.205,4.18
216,0.17,4.32
217,0.14,4.44
218,0.125,4.5
219,0.12,4.52
220,0.15,4.4
221,0.115,4.54
222,0.11,4.56
223,0.145,4.42
224,0.165,4.34
225,0.165,4.34
226,0.135,4.46
227,0.175,4.3
228,0.13,4.48
229,0.125,4.5
230,0.13,4.48
231,0.125,4.5
232,0.155,4.38
233,0.15,4.4
234,0.135,4.46
235,0.135,4.46
236,0.105,4.58
237,0.095,4.62
238,0.09,4.64
239,0.07,4.72
240,0.12,4.52
241,0.11,4.56
242,0.085,4.66
243,0.095,4.62
244,0.11,4.56
245,0.12,4.52
246,0.12,4.52
247,0.115,4.54
248,0.115,4.54
249,0.13,4.48
250,0.105,4.58
251,0.125,4.5
252,0.105,4.58
253,0.095,4.62
254,0.105,4.58
255,0.08,4.68
256,0.13,4.48
257,0.145,4.42
258,0.095,4.62
259,0.095,4.62
260,0.12,4.52
261,0.08,4.68
262,0.075,4.7
263,0.11,4.56
264,0.095,4.62
265,0.085,4.66
266,0.12,4.52
267,0.065,4.74
268,0.085,4.66
269,0.075,4.7
270,0.09,4.64
271,0.08,4.68
272,0.065,4.74
273,0.07,4.72
274,0.05,4.8
275,0.04,4.84
276,0.08,4.68
277,0.08,4.68
278,0.06,4.76
279,0.04,4.84
280,0.085,4.66
281,0.06,4.76
282,0.065,4.74
283,0.065,4.74
284,0.06,4.76
285,0.065,4.74
286,0.06,4.76
287,0.08,4.68
288,0.05,4.8
289,0.065,4.74
290,0.06,4.76
291,0.06,4.76
292,0.09,4.64
293,0.09,4.64
294,0.07,4.72
295,0.07,4.72
296,0.045,4.82
297,0.08,4.68
298,0.065,4.74
299,0.06,4.76
300,0.035,4.86
301,0.06,4.76
302,0.05,4.8
303,0.065,4.74
304,0.07,4.72
305,0.065,4.74
306,0.055,4.78
307,0.04,4.84
308,0.09,4.64
309,0.03,4.88
310,0.05,4.8
311,0.05,4.8
312,0.03,4.88
313,0.05,4.8
314,0.06,4.76
315,0.06,4.76
316,0.045,4.82
317,0.05,4.8
318,0.04,4.84
319,0.06,4.76
320,0.05,4.8
321,0.045,4.82
322,0.035,4.86
323,0.02,4.92
324,0.045,4.82
325,0.045,4.82
326,0.035,4.86
327,0.04,4.84
328,0.04,4.84
329,0.035,4.86
330,0.04,4.84
331,0.035,4.86
332,0.015,4.94
333,0.045,4.82
334,0.04,4.84
335,0.04,4.84
336,0.05,4.8
337,0.035,4.86
338,0.05,4.8
339,0.04,4.84
340,0.045,4.82
341,0.02,4.92
342,0.025,4.9
343,0.035,4.86
344,0.03,4.88
345,0.055,4.78
346,0.02,4.92
347,0.035,4.86
348,0.02,4.92
349,0.02,4.92
350,0.04,4.84
351,0.045,4.82
352,0.03,4.88
353,0.04,4.84
354,0.03,4.88
355,0.03,4.88
356,0.025,4.9
357,0.07,4.72
358,0.025,4.9
359,0.025,4.9
360,0.02,4.92
361,0.035,4.86
362,0.025,4.9
363,0.035,4.86
364,0.02,4.92
365,0.04,4.84
366,0.03,4.88
367,0.035,4.86
368,0.015,4.94
369,0.03,4.88
370,0.035,4.86
371,0.02,4.92
372,0.005,4.98
373,0.03,4.88
374,0.01,4.96
375,0.025,4.9
376,0.04,4.84
377,0.025,4.9
378,0.005,4.98
379,0.005,4.98
380,0.04,4.84
381,0.02,4.92
382,0.045,4.82
383,0.015,4.94
384,0.02,4.92
385,0.045,4.82
386,0.015,4.94
387,0.03,4.88
388,0.01,4.96
389,0.015,4.94
390,0.025,4.9
391,0.01,4.96
392,0.005,4.98
393,0.04,4.84
394,0.035,4.86
395,0.02,4.92
396,0.01,4.96
397,0.02,4.92
398,0.02,4.92
399,0.01,4.96
400,0.02,4.92
401,0.02,4.92
402,0.01,4.96
403,0.01,4.96
404,0.01,4.96
405,0.015,4.94
406,0.02,4.92
407,0.005,4.98
408,0.02,4.92
409,0.01,4.96
410,0.01,4.96
411,0.005,4.98
412,0.03,4.88
413,0.015,4.94
414,0.01,4.96
415,0.0,5.0
416,0.015,4.94
417,0.015,4.94
418,0.01,4.96
419,0.01,4.96
420,0.03,4.88
421,0.0,5.0
422,0.01,4.96
423,0.02,4.92
424,0.02,4.92
425,0.005,4.98
426,0.02,4.92
427,0.02,4.92
428,0.01,4.96
429,0.0,5.0
430,0.02,4.92
431,0.0,5.0
432,0.015,4.94
433,0.01,4.96
434,0.02,4.92
435,0.005,4.98
436,0.005,4.98
437,0.015,4.94
438,0.01,4.96
439,0.005,4.98
440,0.015,4.94
441,0.015,4.94
442,0.005,4.98
443,0.015,4.94
444,0.015,4.94
445,0.02,4.92
446,0.01,4.96
447,0.0,5.0
448,0.005,4.98
449,0.02,4.92
450,0.02,4.92
451,0.015,4.94
452,0.01,4.96
453,0.005,4.98
454,0.025,4.9
455,0.01,4.96
456,0.03,4.88
457,0.005,4.98
458,0.01,4.96
459,0.01,4.96
460,0.005,4.98
461,0.01,4.96
462,0.01,4.96
463,0.03,4.88
464,0.025,4.9
465,0.005,4.98
466,0.0,5.0
467,0.015,4.94
468,0.0,5.0
469,0.005,4.98
470,0.005,4.98
471,0.025,4.9
472,0.035,4.86
473,0.01,4.96
474,0.0,5.0
475,0.0,5.0
476,0.0,5.0
477,0.01,4.96
478,0.01,4.96
479,0.01,4.96
480,0.005,4.98
481,0.01,4.96
482,0.005,4.98
483,0.01,4.96
484,0.0,5.0
485,0.005,4.98
486,0.0,5.0
487,0.015,4.94
488,0.0,5.0
489,0.015,4.94
490,0.015,4.94
491,0.01,4.96
492,0.005,4.98
493,0.005,4.98
494,0.005,4.98
495,0.01,4.96
496,0.005,4.98
497,0.02,4.92
498,0.005,4.98
499,0.005,4.98
500,0.0,5.0
501,0.0,5.0
502,0.005,4.98
503,0.005,4.98
504,0.01,4.96
505,0.01,4.96
506,0.005,4.98
507,0.01,4.96
508,0.02,4.92
509,0.015,4.94
510,0.0,5.0
511,0.0,5.0
512,0.0,5.0
513,0.005,4.98
514,0.005,4.98
515,0.015,4.94
516,0.01,4.96
517,0.0,5.0
518,0.02,4.92
519,0.0,5.0
520,0.005,4.98
521,0.01,4.96
522,0.0,5.0
523,0.005,4.98
524,0.005,4.98
525,0.005,4.98
526,0.005,4.98
527,0.0,5.0
528,0.005,4.98
529,0.02,4.92
530,0.005,4.98
531,0.01,4.96
532,0.005,4.98
533,0.0,5.0
534,0.005,4.98
535,0.0,5.0
536,0.005,4.98
537,0.0,5.0
538,0.005,4.98
539,0.005,4.98
540,0.015,4.94
541,0.005,4.98
542,0.0,5.0
543,0.0,5.0
544,0.005,4.98
545,0.005,4.98
546,0.0,5.0
547,0.005,4.98
548,0.005,4.98
549,0.005,4.98
550,0.005,4.98
551,0.005,4.98
552,0.01,4.96
553,0.0,5.0
554,0.005,4.98
555,0.0,5.0
556,0.01,4.96
557,0.005,4.98
558,0.01,4.96
559,0.005,4.98
560,0.005,4.98
561,0.015,4.94
562,0.0,5.0
563,0.005,4.98
564,0.0,5.0
565,0.01,4.96
566,0.005,4.98
567,0.005,4.98
568,0.0,5.0
569,0.005,4.98
570,0.0,5.0
571,0.005,4.98
572,0.01,4.96
573,0.0,5.0
574,0.015,4.94
575,0.0,5.0
576,0.0,5.0
577,0.005,4.98
578,0.0,5.0
579,0.015,4.94
580,0.005,4.98
581,0.005,4.98
582,0.005,4.98
583,0.0,5.0
584,0.0,5.0
585,0.0,5.0
586,0.005,4.98
587,0.0,5.0
588,0.005,4.98
589,0.01,4.96
590,0.005,4.98
591,0.0,5.0
592,0.0,5.0
593,0.01,4.96
594,0.01,4.96
595,0.015,4.94
596,0.0,5.0
597,0.005,4.98
598,0.01,4.96
599,0.005,4.98
600,0.005,4.98
601,0.0,5.0
602,0.01,4.96
603,0.01,4.96
604,0.005,4.98
605,0.0,5.0
606,0.005,4.98
607,0.01,4.96
608,0.0,5.0
609,0.005,4.98
610,0.005,4.98
611,0.005,4.98
612,0.005,4.98
613,0.0,5.0
614,0.0,5.0
615,0.0,5.0
616,0.0,5.0
617,0.005,4.98
618,0.0,5.0
619,0.0,5.0
620,0.0,5.0
621,0.005,4.98
622,0.005,4.98
623,0.0,5.0
624,0.005,4.98
625,0.005,4.98
626,0.0,5.0
627,0.01,4.96
628,0.0,5.0
629,0.01,4.96
630,0.0,5.0
631,0.0,5.0
632,0.005,4.98
633,0.005,4.98
634,0.005,4.98
635,0.005,4.98
636,0.005,4.98
637,0.0,5.0
638,0.005,4.98
639,0.01,4.96
640,0.015,4.94
641,0.0,5.0
642,0.015,4.94
643,0.0,5.0
644,0.01,4.96
645,0.0,5.0
646,0.005,4.98
647,0.005,4.98
648,0.0,5.0
649,0.005,4.98
650,0.0,5.0
651,0.0,5.0
652,0.005,4.98
653,0.0,5.0
654,0.0,5.0
655,0.0,5.0
656,0.0,5.0
657,0.005,4.98
658,0.005,4.98
659,0.005,4.98
660,0.0,5.0
661,0.0,5.0
662,0.005,4.98
663,0.01,4.96
664,0.0,5.0
665,0.0,5.0
666,0.005,4.98
667,0.0,5.0
668,0.005,4.98
669,0.0,5.0
670,0.005,4.98
671,0.0,5.0
672,0.0,5.0
673,0.005,4.98
674,0.0,5.0
675,0.005,4.98
676,0.0,5.0
677,0.005,4.98
678,0.005,4.98
679,0.0,5.0
680,0.0,5.0
681,0.005,4.98
682,0.0,5.0
683,0.005,4.98
684,0.005,4.98
685,0.0,5.0
686,0.0,5.0
687,0.005,4.98
688,0.005,4.98
689,0.0,5.0
690,0.01,4.96
691,0.01,4.96
692,0.0,5.0
693,0.005,4.98
694,0.0,5.0
695,0.0,5.0
696,0.0,5.0
697,0.005,4.98
698,0.005,4.98
699,0.005,4.98
700,0.0,5.0
701,0.0,5.0
702,0.0,5.0
703,0.0,5.0
704,0.0,5.0
705,0.0,5.0
706,0.0,5.0
707,0.01,4.96
708,0.0,5.0
709,0.0,5.0
710,0.0,5.0
711,0.0,5.0
712,0.0,5.0
713,0.0,5.0
714,0.0,5.0
715,0.005,4.98
716,0.0,5.0
717,0.015,4.94
718,0.0,5.0
719,0.005,4.98
720,0.0,5.0
721,0.0,5.0
722,0.005,4.98
723,0.0,5.0
724,0.0,5.0
725,0.01,4.96
726,0.0,5.0
727,0.0,5.0
728,0.0,5.0
729,0.0,5.0
730,0.0,5.0
731,0.0,5.0
732,0.0,5.0
733,0.0,5.0
734,0.0,5.0
735,0.0,5.0
736,0.0,5.0
737,0.0,5.0
738,0.0,5.0
739,0.0,5.0
740,0.0,5.0
741,0.005,4.98
742,0.0,5.0
743,0.0,5.0
744,0.0,5.0
745,0.0,5.0
746,0.0,5.0
747,0.005,4.98
748,0.005,4.98
749,0.0,5.0
750,0.01,4.96
751,0.0,5.0
752,0.0,5.0
753,0.005,4.98
754,0.0,5.0
755,0.0,5.0
756,0.005,4.98
757,0.0,5.0
758,0.0,5.0
759,0.0,5.0
760,0.0,5.0
761,0.0,5.0
762,0.0,5.0
763,0.005,4.98
764,0.0,5.0
765,0.0,5.0
766,0.0,5.0
767,0.005,4.98
768,0.0,5.0
769,0.0,5.0
770,0.0,5.0
771,0.0,5.0
772,0.0,5.0
773,0.0,5.0
774,0.0,5.0
775,0.0,5.0
776,0.005,4.98
777,0.0,5.0
778,0.01,4.96
779,0.0,5.0
780,0.0,5.0
781,0.005,4.98
782,0.015,4.94
783,0.0,5.0
784,0.0,5.0
785,0.005,4.98
786,0.005,4.98
787,0.0,5.0
788,0.0,5.0
789,0.005,4.98
790,0.0,5.0
791,0.0,5.0
792,0.0,5.0
793,0.0,5.0
794,0.0,5.0
795,0.0,5.0
796,0.005,4.98
797,0.0,5.0
798,0.0,5.0
799,0.0,5.0
800,0.0,5.0
801,0.005,4.98
802,0.0,5.0
803,0.0,5.0
804,0.0,5.0
805,0.0,5.0
806,0.005,4.98
807,0.0,5.0
808,0.0,5.0
809,0.0,5.0
810,0.0,5.0
811,0.005,4.98
812,0.0,5.0
813,0.005,4.98
814,0.0,5.0
815,0.005,4.98
816,0.0,5.0
817,0.0,5.0
818,0.0,5.0
819,0.005,4.98
820,0.0,5.0
821,0.0,5.0
822,0.005,4.98
823,0.0,5.0
824,0.0,5.0
825,0.005,4.98
826,0.0,5.0
827,0.0,5.0
828,0.0,5.0
829,0.005,4.98
830,0.0,5.0
831,0.0,5.0
832,0.005,4.98
833,0.01,4.96
834,0.005,4.98
835,0.0,5.0
836,0.0,5.0
837,0.0,5.0
838,0.0,5.0
839,0.0,5.0
840,0.0,5.0
841,0.0,5.0
842,0.0,5.0
843,0.0,5.0
844,0.0,5.0
845,0.0,5.0
846,0.0,5.0
847,0.0,5.0
848,0.0,5.0
849,0.005,4.98
850,0.0,5.0
851,0.0,5.0
852,0.005,4.98
853,0.0,5.0
854,0.0,5.0
855,0.005,4.98
856,0.0,5.0
857,0.0,5.0
858,0.0,5.0
859,0.005,4.98
860,0.0,5.0
861,0.0,5.0
862,0.0,5.0
863,0.005,4.98
864,0.0,5.0
865,0.005,4.98
866,0.0,5.0
867,0.0,5.0
868,0.005,4.98
869,0.0,5.0
870,0.0,5.0
871,0.0,5.0
872,0.0,5.0
873,0.0,5.0
874,0.0,5.0
875,0.0,5.0
876,0.0,5.0
877,0.005,4.98
878,0.0,5.0
879,0.0,5.0
880,0.0,5.0
881,0.0,5.0
882,0.0,5.0
883,0.0,5.0
884,0.0,5.0
885,0.005,4.98
886,0.0,5.0
887,0.0,5.0
888,0.0,5.0
889,0.0,5.0
890,0.0,5.0
891,0.0,5.0
892,0.0,5.0
893,0.0,5.0
894,0.005,4.98
895,0.0,5.0
896,0.0,5.0
897,0.01,4.96
898,0.0,5.0
899,0.0,5.0
900,0.005,4.98
901,0.005,4.98
902,0.0,5.0
903,0.0,5.0
904,0.0,5.0
905,0.0,5.0
906,0.005,4.98
907,0.0,5.0
908,0.005,4.98
909,0.005,4.98
910,0.0,5.0
911,0.0,5.0
912,0.0,5.0
913,0.0,5.0
914,0.0,5.0
915,0.0,5.0
916,0.0,5.0
917,0.0,5.0
918,0.0,5.0
919,0.005,4.98
920,0.0,5.0
921,0.005,4.98
922,0.0,5.0
923,0.005,4.98
924,0.0,5.0
925,0.0,5.0
926,0.0,5.0
927,0.005,4.98
928,0.0,5.0
929,0.0,5.0
930,0.0,5.0
931,0.005,4.98
932,0.0,5.0
933,0.0,5.0
934,0.005,4.98
935,0.0,5.0
936,0.0,5.0
937,0.0,5.0
938,0.0,5.0
939,0.0,5.0
940,0.005,4.98
941,0.0,5.0
942,0.0,5.0
943,0.005,4.98
944,0.0,5.0
945,0.0,5.0
946,0.0,5.0
947,0.0,5.0
948,0.0,5.0
949,0.0,5.0
950,0.0,5.0
951,0.0,5.0
952,0.0,5.0
953,0.005,4.98
954,0.0,5.0
955,0.0,5.0
956,0.0,5.0
957,0.005,4.98
958,0.0,5.0
959,0.0,5.0
960,0.0,5.0
961,0.0,5.0
962,0.005,4.98
963,0.0,5.0
964,0.0,5.0
965,0.0,5.0
966,0.0,5.0
967,0.0,5.0
968,0.0,5.0
969,0.0,5.0
970,0.0,5.0
971,0.0,5.0
972,0.0,5.0
973,0.0,5.0
974,0.0,5.0
975,0.0,5.0
976,0.0,5.0
977,0.0,5.0
978,0.005,4.98
979,0.0,5.0
980,0.005,4.98
981,0.0,5.0
982,0.005,4.98
983,0.0,5.0
984,0.0,5.0
985,0.0,5.0
986,0.0,5.0
987,0.0,5.0
988,0.0,5.0
989,0.0,5.0
990,0.0,5.0
991,0.0,5.0
992,0.0,5.0
993,0.0,5.0
994,0.0,5.0
995,0.0,5.0
996,0.0,5.0
997,0.0,5.0
998,0.0,5.0
999,0.0,5.0
