,NeuralAgent_Student5_200bAgent,Student5_200bAgent
853,4.76,0.085
854,4.88,0.055
855,4.78,0.055
856,4.89,0.04
857,4.87,0.045
858,4.83,0.055
859,4.88,0.055
860,4.9,0.025
861,4.76,0.06
862,4.78,0.055
863,4.75,0.075
864,4.82,0.07
865,4.79,0.065
866,4.88,0.03
867,4.82,0.045
868,4.87,0.045
869,4.75,0.075
870,4.78,0.055
871,4.87,0.045
872,4.75,0.075
873,4.84,0.04
874,4.84,0.065
875,4.81,0.06
876,4.75,0.075
877,4.84,0.04
878,4.8,0.05
879,4.8,0.05
880,4.71,0.085
881,4.7,0.075
882,4.71,0.085
883,4.71,0.11
884,4.65,0.125
885,4.8,0.05
886,4.88,0.055
887,4.74,0.09
888,4.88,0.055
889,4.83,0.055
890,4.92,0.045
891,4.86,0.035
892,4.8,0.05
893,4.71,0.085
894,4.77,0.07
895,4.8,0.05
896,4.75,0.075
897,4.84,0.04
898,4.73,0.105
899,4.67,0.095
900,4.76,0.085
901,4.84,0.04
902,4.67,0.095
903,4.82,0.045
904,4.75,0.1
905,4.78,0.055
906,4.91,0.035
907,4.76,0.085
908,4.64,0.09
909,4.87,0.045
910,4.72,0.095
911,4.82,0.07
912,4.795,0.07
913,4.8,0.05
914,4.85,0.05
915,4.86,0.035
916,4.78,0.08
917,4.71,0.085
918,4.86,0.035
919,4.71,0.085
920,4.67,0.095
921,4.8,0.05
922,4.73,0.08
923,4.85,0.05
924,4.8,0.05
925,4.77,0.07
926,4.82,0.07
927,4.66,0.085
928,4.88,0.03
929,4.68,0.08
930,4.78,0.055
931,4.74,0.09
932,4.85,0.05
933,4.78,0.08
934,4.74,0.065
935,4.77,0.07
936,4.86,0.035
937,4.76,0.06
938,4.74,0.065
939,4.79,0.065
940,4.82,0.045
941,4.81,0.06
942,4.85,0.05
943,4.86,0.035
944,4.77,0.07
945,4.79,0.065
946,4.84,0.04
947,4.78,0.055
948,4.8,0.05
949,4.78,0.08
950,4.85,0.05
951,4.81,0.06
952,4.78,0.055
953,4.73,0.08
954,4.79,0.065
955,4.83,0.055
956,4.88,0.055
957,4.72,0.095
958,4.67,0.095
959,4.78,0.055
960,4.895,0.045
961,4.9,0.025
962,4.83,0.08
963,4.88,0.03
964,4.66,0.085
965,4.82,0.07
966,4.77,0.07
967,4.85,0.05
968,4.74,0.09
969,4.77,0.07
970,4.77,0.07
971,4.8,0.05
972,4.71,0.11
973,4.76,0.06
974,4.8,0.05
975,4.75,0.075
976,4.82,0.045
977,4.9,0.025
978,4.74,0.065
979,4.76,0.06
980,4.73,0.08
981,4.82,0.045
982,4.79,0.065
983,4.84,0.04
984,4.81,0.06
985,4.76,0.06
986,4.835,0.085
987,4.66,0.11
988,4.88,0.03
989,4.86,0.035
990,4.81,0.06
991,4.78,0.055
992,4.82,0.045
993,4.8,0.05
994,4.81,0.06
995,4.73,0.08
996,4.59,0.115
997,4.91,0.035
998,4.72,0.07
999,4.88,0.03
