,NeuralAgent_Student2_200aAgent,Student2_200aAgent
418,0.08,4.88
419,0.02,4.97
420,0.02,4.97
421,0.04,4.94
422,0.1,4.85
423,0.085,4.885
424,0.04,4.94
425,0.0,5.0
426,0.14,4.79
427,0.0,5.0
428,0.08,4.88
429,0.1,4.85
430,0.1,4.85
431,0.02,4.97
432,0.02,4.97
433,0.165,4.765
434,0.08,4.88
435,0.06,4.91
436,0.25,4.675
437,0.165,4.765
438,0.06,4.91
439,0.1,4.85
440,0.02,4.97
441,0.06,4.91
442,0.02,4.97
443,0.185,4.735
444,0.06,4.91
445,0.0,5.0
446,0.04,4.94
447,0.02,4.97
448,0.02,4.97
449,0.225,4.675
450,0.02,4.97
451,0.0,5.0
452,0.0,5.0
453,0.02,4.97
454,0.02,4.97
455,0.065,4.915
456,0.02,4.97
457,0.06,4.91
458,0.065,4.915
459,0.02,4.97
460,0.0,5.0
461,0.02,4.97
462,0.12,4.82
463,0.02,4.97
464,0.08,4.88
465,0.04,4.94
466,0.1,4.85
467,0.02,4.97
468,0.02,4.97
469,0.04,4.94
470,0.0,5.0
471,0.04,4.94
472,0.0,5.0
473,0.04,4.94
474,0.165,4.765
475,0.0,5.0
476,0.06,4.91
477,0.0,5.0
478,0.0,5.0
479,0.08,4.88
480,0.02,4.97
481,0.0,5.0
482,0.0,5.0
483,0.02,4.97
484,0.02,4.97
485,0.065,4.915
486,0.0,5.0
487,0.025,4.95
488,0.0,5.0
489,0.065,4.89
490,0.06,4.91
491,0.02,4.97
492,0.02,4.97
493,0.02,4.97
494,0.0,5.0
495,0.06,4.91
496,0.0,5.0
497,0.02,4.97
498,0.1,4.85
499,0.0,5.0
500,0.005,4.98
501,0.04,4.94
502,0.02,4.97
503,0.0,5.0
504,0.04,4.94
505,0.0,5.0
506,0.0,5.0
507,0.04,4.94
508,0.0,5.0
509,0.02,4.97
510,0.02,4.97
511,0.02,4.97
512,0.0,5.0
513,0.06,4.91
514,0.0,5.0
515,0.0,5.0
516,0.02,4.97
517,0.04,4.94
518,0.0,5.0
519,0.02,4.97
520,0.02,4.97
521,0.0,5.0
522,0.0,5.0
523,0.0,5.0
524,0.0,5.0
525,0.0,5.0
526,0.06,4.91
527,0.06,4.91
528,0.02,4.97
529,0.02,4.97
530,0.0,5.0
531,0.08,4.88
532,0.005,4.98
533,0.0,5.0
534,0.02,4.97
535,0.06,4.91
536,0.0,5.0
537,0.02,4.97
538,0.02,4.97
539,0.02,4.97
540,0.0,5.0
541,0.04,4.94
542,0.06,4.91
543,0.0,5.0
544,0.15,4.775
545,0.02,4.97
546,0.0,5.0
547,0.0,5.0
548,0.0,5.0
549,0.02,4.97
550,0.0,5.0
551,0.0,5.0
552,0.0,5.0
553,0.0,5.0
554,0.0,5.0
555,0.0,5.0
556,0.0,5.0
557,0.02,4.97
558,0.0,5.0
559,0.025,4.95
560,0.08,4.88
561,0.06,4.91
562,0.02,4.97
563,0.02,4.97
564,0.0,5.0
565,0.0,5.0
566,0.0,5.0
567,0.0,5.0
568,0.02,4.97
569,0.0,5.0
570,0.02,4.97
571,0.0,5.0
572,0.02,4.97
573,0.0,5.0
574,0.0,5.0
575,0.04,4.94
576,0.02,4.97
577,0.04,4.94
578,0.0,5.0
579,0.0,5.0
580,0.02,4.97
581,0.0,5.0
582,0.02,4.97
583,0.04,4.94
584,0.02,4.97
585,0.0,5.0
586,0.045,4.92
587,0.0,5.0
588,0.02,4.97
589,0.04,4.94
590,0.02,4.97
591,0.02,4.97
592,0.0,5.0
593,0.06,4.91
594,0.04,4.94
595,0.04,4.94
596,0.0,5.0
597,0.0,5.0
598,0.0,5.0
599,0.005,4.98
600,0.0,5.0
601,0.08,4.88
602,0.0,5.0
603,0.02,4.97
604,0.02,4.97
605,0.0,5.0
606,0.0,5.0
607,0.0,5.0
608,0.02,4.97
609,0.0,5.0
610,0.0,5.0
611,0.02,4.97
612,0.04,4.94
613,0.02,4.97
614,0.0,5.0
615,0.02,4.97
616,0.0,5.0
617,0.0,5.0
618,0.0,5.0
619,0.0,5.0
620,0.0,5.0
621,0.02,4.97
622,0.0,5.0
623,0.0,5.0
624,0.02,4.97
625,0.0,5.0
626,0.02,4.97
627,0.0,5.0
628,0.0,5.0
629,0.0,5.0
630,0.02,4.97
631,0.0,5.0
632,0.065,4.915
633,0.02,4.97
634,0.02,4.97
635,0.0,5.0
636,0.0,5.0
637,0.04,4.94
638,0.04,4.94
639,0.02,4.97
640,0.0,5.0
641,0.0,5.0
642,0.02,4.97
643,0.08,4.88
644,0.0,5.0
645,0.0,5.0
646,0.0,5.0
647,0.0,5.0
648,0.0,5.0
649,0.0,5.0
650,0.04,4.94
651,0.0,5.0
652,0.0,5.0
653,0.02,4.97
654,0.0,5.0
655,0.0,5.0
656,0.02,4.97
657,0.0,5.0
658,0.0,5.0
659,0.04,4.94
660,0.0,5.0
661,0.0,5.0
662,0.04,4.94
663,0.0,5.0
664,0.04,4.94
665,0.0,5.0
666,0.0,5.0
667,0.0,5.0
668,0.0,5.0
669,0.04,4.94
670,0.0,5.0
671,0.0,5.0
672,0.02,4.97
673,0.0,5.0
674,0.0,5.0
675,0.0,5.0
676,0.0,5.0
677,0.0,5.0
678,0.0,5.0
679,0.08,4.88
680,0.0,5.0
681,0.0,5.0
682,0.0,5.0
683,0.005,4.98
684,0.02,4.97
685,0.0,5.0
686,0.0,5.0
687,0.0,5.0
688,0.0,5.0
689,0.0,5.0
690,0.0,5.0
691,0.0,5.0
692,0.02,4.97
693,0.0,5.0
694,0.065,4.89
695,0.0,5.0
696,0.0,5.0
697,0.0,5.0
698,0.0,5.0
699,0.0,5.0
700,0.02,4.97
701,0.02,4.97
702,0.0,5.0
703,0.0,5.0
704,0.0,5.0
705,0.0,5.0
706,0.02,4.97
707,0.02,4.97
708,0.0,5.0
709,0.0,5.0
710,0.0,5.0
711,0.0,5.0
712,0.02,4.97
713,0.0,5.0
714,0.0,5.0
715,0.02,4.97
716,0.0,5.0
717,0.02,4.97
718,0.02,4.97
719,0.02,4.97
720,0.0,5.0
721,0.0,5.0
722,0.02,4.97
723,0.02,4.97
724,0.0,5.0
725,0.02,4.97
726,0.02,4.97
727,0.0,5.0
728,0.0,5.0
729,0.04,4.94
730,0.0,5.0
731,0.0,5.0
732,0.0,5.0
733,0.0,5.0
734,0.0,5.0
735,0.04,4.94
736,0.0,5.0
737,0.0,5.0
738,0.02,4.97
739,0.0,5.0
740,0.0,5.0
741,0.0,5.0
742,0.0,5.0
743,0.0,5.0
744,0.0,5.0
745,0.0,5.0
746,0.0,5.0
747,0.0,5.0
748,0.0,5.0
749,0.0,5.0
750,0.0,5.0
751,0.02,4.97
752,0.02,4.97
753,0.0,5.0
754,0.0,5.0
755,0.0,5.0
756,0.04,4.94
757,0.02,4.97
758,0.0,5.0
759,0.0,5.0
760,0.02,4.97
761,0.0,5.0
762,0.0,5.0
763,0.0,5.0
764,0.02,4.97
765,0.0,5.0
766,0.04,4.94
767,0.0,5.0
768,0.0,5.0
769,0.0,5.0
770,0.0,5.0
771,0.0,5.0
772,0.0,5.0
773,0.0,5.0
774,0.04,4.94
775,0.0,5.0
776,0.0,5.0
777,0.0,5.0
778,0.02,4.97
779,0.02,4.97
780,0.02,4.97
781,0.0,5.0
782,0.0,5.0
783,0.06,4.91
784,0.0,5.0
785,0.0,5.0
786,0.0,5.0
787,0.0,5.0
788,0.0,5.0
789,0.02,4.97
790,0.04,4.94
791,0.0,5.0
792,0.0,5.0
793,0.02,4.97
794,0.0,5.0
795,0.0,5.0
796,0.0,5.0
797,0.0,5.0
798,0.02,4.97
799,0.0,5.0
800,0.0,5.0
801,0.0,5.0
802,0.0,5.0
803,0.0,5.0
804,0.02,4.97
805,0.0,5.0
806,0.0,5.0
807,0.0,5.0
808,0.02,4.97
809,0.06,4.91
810,0.0,5.0
811,0.0,5.0
812,0.0,5.0
813,0.02,4.97
814,0.0,5.0
815,0.0,5.0
816,0.02,4.97
817,0.0,5.0
818,0.0,5.0
819,0.02,4.97
820,0.02,4.97
821,0.0,5.0
822,0.0,5.0
823,0.02,4.97
824,0.0,5.0
825,0.0,5.0
826,0.0,5.0
827,0.0,5.0
828,0.0,5.0
829,0.0,5.0
830,0.0,5.0
831,0.0,5.0
832,0.0,5.0
833,0.0,5.0
834,0.0,5.0
835,0.02,4.97
836,0.0,5.0
837,0.0,5.0
838,0.0,5.0
839,0.0,5.0
840,0.0,5.0
841,0.0,5.0
842,0.0,5.0
843,0.0,5.0
844,0.0,5.0
845,0.0,5.0
846,0.0,5.0
847,0.0,5.0
848,0.02,4.97
849,0.0,5.0
850,0.0,5.0
851,0.0,5.0
852,0.0,5.0
853,0.0,5.0
854,0.0,5.0
855,0.0,5.0
856,0.0,5.0
857,0.0,5.0
858,0.0,5.0
859,0.0,5.0
860,0.0,5.0
861,0.0,5.0
862,0.04,4.94
863,0.0,5.0
864,0.0,5.0
865,0.0,5.0
866,0.02,4.97
867,0.04,4.94
868,0.0,5.0
869,0.0,5.0
870,0.02,4.97
871,0.0,5.0
872,0.0,5.0
873,0.0,5.0
874,0.0,5.0
875,0.02,4.97
876,0.0,5.0
877,0.0,5.0
878,0.0,5.0
879,0.02,4.97
880,0.0,5.0
881,0.0,5.0
882,0.0,5.0
883,0.02,4.97
884,0.0,5.0
885,0.0,5.0
886,0.0,5.0
887,0.0,5.0
888,0.0,5.0
889,0.0,5.0
890,0.02,4.97
891,0.0,5.0
892,0.0,5.0
893,0.0,5.0
894,0.02,4.97
895,0.02,4.97
896,0.04,4.94
897,0.0,5.0
898,0.0,5.0
899,0.0,5.0
900,0.0,5.0
901,0.0,5.0
902,0.0,5.0
903,0.0,5.0
904,0.0,5.0
905,0.0,5.0
906,0.0,5.0
907,0.0,5.0
908,0.0,5.0
909,0.0,5.0
910,0.0,5.0
911,0.02,4.97
912,0.0,5.0
913,0.02,4.97
914,0.0,5.0
915,0.0,5.0
916,0.0,5.0
917,0.02,4.97
918,0.0,5.0
919,0.0,5.0
920,0.0,5.0
921,0.0,5.0
922,0.04,4.94
923,0.0,5.0
924,0.0,5.0
925,0.0,5.0
926,0.0,5.0
927,0.0,5.0
928,0.0,5.0
929,0.0,5.0
930,0.0,5.0
931,0.0,5.0
932,0.0,5.0
933,0.0,5.0
934,0.0,5.0
935,0.0,5.0
936,0.0,5.0
937,0.02,4.97
938,0.0,5.0
939,0.0,5.0
940,0.0,5.0
941,0.0,5.0
942,0.0,5.0
943,0.02,4.97
944,0.02,4.97
945,0.0,5.0
946,0.0,5.0
947,0.0,5.0
948,0.0,5.0
949,0.0,5.0
950,0.0,5.0
951,0.0,5.0
952,0.02,4.97
953,0.0,5.0
954,0.0,5.0
955,0.0,5.0
956,0.0,5.0
957,0.0,5.0
958,0.0,5.0
959,0.0,5.0
960,0.0,5.0
961,0.0,5.0
962,0.0,5.0
963,0.02,4.97
964,0.0,5.0
965,0.0,5.0
966,0.0,5.0
967,0.0,5.0
968,0.0,5.0
969,0.0,5.0
970,0.0,5.0
971,0.0,5.0
972,0.0,5.0
973,0.0,5.0
974,0.0,5.0
975,0.0,5.0
976,0.0,5.0
977,0.0,5.0
978,0.0,5.0
979,0.0,5.0
980,0.0,5.0
981,0.0,5.0
982,0.0,5.0
983,0.0,5.0
984,0.0,5.0
985,0.0,5.0
986,0.005,4.98
987,0.02,4.97
988,0.0,5.0
989,0.0,5.0
990,0.02,4.97
991,0.0,5.0
992,0.04,4.94
993,0.02,4.97
994,0.0,5.0
995,0.0,5.0
996,0.0,5.0
997,0.0,5.0
998,0.0,5.0
999,0.0,5.0
