,NeuralAgentOpMe_Student17_200bAgent_rng,Student17_200bAgent
150,0.145,4.77
151,0.415,3.715
152,0.19,4.59
153,0.265,4.29
154,0.14,4.765
155,0.265,4.315
156,0.195,4.595
157,0.135,4.785
158,0.495,3.37
159,0.215,4.515
160,0.155,4.705
161,0.23,4.455
162,0.845,1.97
163,0.745,2.395
164,0.215,4.49
165,0.19,4.565
166,0.145,4.77
167,0.66,2.71
168,0.53,3.205
169,1.08,1.005
170,0.155,4.73
171,0.715,2.515
172,1.1,0.975
173,0.205,4.53
174,1.1,0.975
175,0.13,4.805
176,1.09,0.99
177,0.14,4.79
178,0.15,4.75
179,0.29,4.165
180,0.31,4.135
181,0.245,4.395
182,0.145,4.77
183,0.495,3.37
184,0.875,1.875
185,0.765,2.315
186,1.09,0.99
187,0.34,3.99
188,0.795,2.17
189,0.855,1.93
190,0.15,4.75
191,1.085,1.01
192,0.16,4.735
193,0.78,2.23
194,1.085,1.01
195,0.135,4.785
196,0.965,1.465
197,0.145,4.77
198,0.505,3.33
199,1.09,0.99
200,0.115,4.865
201,0.135,4.785
202,0.145,4.77
203,0.715,2.515
204,1.08,1.005
205,0.155,4.755
206,0.155,4.755
207,0.53,3.255
208,0.145,4.77
209,0.675,2.65
210,0.15,4.775
211,0.24,4.39
212,1.09,0.99
213,1.09,0.99
214,0.29,4.215
215,0.23,4.43
216,0.155,4.755
217,1.095,0.995
218,1.07,1.02
219,0.255,4.33
220,1.08,1.005
221,0.155,4.755
222,1.085,1.01
223,1.1,0.975
224,1.09,0.99
225,0.145,4.77
226,1.075,1.025
227,0.13,4.83
228,1.095,0.995
229,1.08,1.005
230,1.09,0.99
231,0.105,4.905
232,0.64,2.79
233,0.15,4.75
234,0.155,4.755
235,1.01,1.31
236,0.165,4.715
237,0.14,4.79
238,1.085,1.01
239,0.72,2.47
240,0.155,4.755
241,1.09,0.99
242,1.08,1.005
243,1.07,1.045
244,1.09,0.99
245,1.085,1.01
246,1.08,1.005
247,0.15,4.75
248,0.13,4.83
249,0.13,4.805
250,0.14,4.79
251,1.065,1.065
252,1.075,1.05
253,0.15,4.75
254,1.09,0.99
255,0.74,2.39
256,1.085,1.01
257,0.14,4.765
258,0.62,2.845
259,0.145,4.77
260,1.08,1.03
261,0.145,4.77
262,0.125,4.85
263,1.09,0.99
264,1.07,1.045
265,0.775,2.225
266,1.09,0.99
267,0.12,4.87
268,0.145,4.77
269,0.155,4.73
270,1.075,1.025
271,0.46,3.535
272,0.15,4.775
273,0.12,4.82
274,0.16,4.71
275,0.16,4.735
276,0.12,4.87
277,0.13,4.805
278,1.09,0.99
279,1.085,1.01
280,0.8,2.125
281,0.56,3.11
282,0.145,4.77
283,0.1,4.9
284,0.46,3.485
285,1.095,0.995
286,1.09,0.99
287,0.125,4.85
288,1.09,0.99
289,1.08,1.03
290,0.285,4.16
291,0.13,4.855
292,0.465,3.49
293,0.13,4.83
294,1.075,1.025
295,1.09,0.99
296,0.805,2.155
297,0.12,4.87
298,1.08,1.03
299,1.065,1.065
300,1.08,1.005
301,0.15,4.775
302,1.09,1.015
303,0.125,4.85
304,0.97,1.47
305,1.085,1.01
306,0.43,3.63
307,0.14,4.79
308,1.085,1.01
309,0.11,4.885
310,0.785,2.21
311,0.375,3.875
312,0.125,4.85
313,0.14,4.79
314,0.965,1.44
315,1.07,1.045
316,0.12,4.87
317,0.13,4.83
318,0.14,4.79
319,0.225,4.45
320,1.07,1.045
321,0.14,4.765
322,1.075,1.05
323,0.12,4.87
324,1.075,1.025
325,0.105,4.905
326,0.75,2.3
327,0.14,4.79
328,0.13,4.855
329,0.155,4.705
330,0.58,3.03
331,1.065,1.04
332,0.135,4.81
333,1.07,1.045
334,0.15,4.725
335,0.57,3.07
336,0.11,4.86
337,0.11,4.885
338,0.14,4.815
339,0.14,4.79
340,0.12,4.87
341,0.29,4.165
342,0.135,4.785
343,0.155,4.705
344,0.15,4.775
345,0.13,4.83
346,0.12,4.845
347,0.125,4.85
348,0.12,4.87
349,0.115,4.89
350,0.135,4.81
351,0.105,4.88
352,1.075,1.025
353,1.085,1.01
354,1.07,1.045
355,1.075,1.025
356,1.075,1.05
357,0.14,4.79
358,0.115,4.89
359,0.75,2.35
360,1.09,1.015
361,0.275,4.225
362,1.07,1.02
363,1.085,1.01
364,0.865,1.89
365,1.075,1.025
366,1.065,1.065
367,1.07,1.045
368,1.09,0.99
369,0.14,4.815
370,0.485,3.385
371,1.08,1.005
372,0.775,2.25
373,1.07,1.07
374,1.09,0.99
375,1.07,1.02
376,1.08,1.03
377,1.08,1.03
378,1.07,1.045
379,1.08,1.03
380,1.1,0.975
381,1.09,1.015
382,0.135,4.785
383,1.08,1.03
384,1.065,1.065
385,1.07,1.045
386,0.115,4.89
387,0.14,4.79
388,0.13,4.83
389,0.145,4.795
390,0.155,4.73
391,0.125,4.825
392,0.115,4.865
393,0.115,4.865
394,0.145,4.795
395,0.125,4.85
396,0.215,4.49
397,0.125,4.85
398,0.3,4.15
399,0.155,4.755
400,0.14,4.765
401,0.15,4.775
402,0.135,4.76
403,0.135,4.76
404,0.13,4.855
405,0.2,4.55
406,0.145,4.795
407,0.135,4.81
408,0.165,4.715
409,0.105,4.88
410,0.2,4.525
411,0.13,4.805
412,0.12,4.845
413,0.17,4.695
414,0.125,4.825
415,0.14,4.79
416,0.155,4.73
417,0.14,4.815
418,0.21,4.51
419,0.135,4.785
420,0.155,4.73
421,0.135,4.81
422,0.145,4.77
423,0.135,4.81
424,0.125,4.85
425,0.13,4.805
426,0.13,4.805
427,0.235,4.385
428,0.115,4.865
429,0.135,4.835
430,0.14,4.79
431,0.1,4.9
432,0.15,4.75
433,0.135,4.785
434,0.135,4.81
435,0.125,4.825
436,0.125,4.85
437,0.365,3.89
438,0.145,4.77
439,0.135,4.785
440,0.12,4.795
441,0.1,4.9
442,0.14,4.815
443,0.125,4.825
444,0.125,4.85
445,0.095,4.895
446,0.145,4.77
447,0.145,4.795
448,0.14,4.815
449,0.205,4.53
450,0.11,4.835
451,0.135,4.835
452,0.13,4.83
453,0.145,4.77
454,0.13,4.83
455,0.125,4.85
456,0.215,4.44
457,0.13,4.83
458,0.135,4.81
459,0.14,4.79
460,0.135,4.81
461,0.12,4.87
462,0.105,4.88
463,0.11,4.885
464,0.135,4.81
465,0.12,4.845
466,0.15,4.775
467,0.13,4.805
468,0.135,4.835
469,0.13,4.83
470,0.115,4.865
471,0.115,4.865
472,0.135,4.81
473,0.15,4.75
474,0.145,4.77
475,0.12,4.87
476,0.15,4.775
477,0.1,4.9
478,0.14,4.765
479,0.135,4.835
480,0.145,4.77
481,0.14,4.79
482,0.145,4.77
483,0.135,4.835
484,0.14,4.79
485,0.1,4.875
486,0.135,4.785
487,0.145,4.77
488,0.12,4.87
489,0.14,4.765
490,0.135,4.785
491,0.14,4.79
492,0.135,4.81
493,0.135,4.785
494,0.225,4.45
495,0.215,4.49
496,0.135,4.81
497,0.135,4.785
498,0.135,4.81
499,0.36,3.885
500,0.185,4.61
501,0.15,4.75
502,0.1,4.9
503,0.12,4.87
504,0.135,4.81
505,0.13,4.805
506,0.13,4.83
507,0.475,3.425
508,0.125,4.8
509,0.125,4.825
510,0.135,4.76
511,0.155,4.73
512,0.135,4.81
513,0.165,4.69
514,0.145,4.77
515,0.14,4.815
516,0.11,4.86
517,0.14,4.765
518,0.135,4.81
519,0.125,4.825
520,0.14,4.765
521,0.145,4.77
522,0.35,3.95
523,0.15,4.75
524,0.14,4.765
525,0.15,4.725
526,0.125,4.8
527,0.13,4.78
528,0.14,4.815
529,0.145,4.745
530,0.205,4.48
531,0.125,4.85
532,0.145,4.77
533,0.135,4.785
534,0.145,4.745
535,0.13,4.78
536,0.125,4.8
537,0.12,4.845
538,0.13,4.83
539,0.14,4.765
540,0.1,4.9
541,0.155,4.705
542,0.155,4.73
543,0.12,4.87
544,0.225,4.45
545,0.145,4.77
546,0.14,4.765
547,0.14,4.815
548,0.14,4.79
549,0.215,4.49
550,0.535,3.235
551,0.115,4.84
552,0.29,4.19
553,0.43,3.63
554,0.29,4.215
555,0.165,4.69
556,0.135,4.785
557,0.155,4.755
558,0.14,4.815
559,0.145,4.77
560,0.135,4.785
561,0.14,4.79
562,0.135,4.81
563,0.14,4.79
564,0.275,4.25
565,0.14,4.79
566,0.56,3.135
567,0.13,4.83
568,0.125,4.85
569,0.135,4.81
570,1.09,1.015
571,0.145,4.745
572,0.125,4.825
573,0.435,3.585
574,0.205,4.48
575,0.15,4.75
576,0.115,4.865
577,0.305,4.13
578,0.65,2.725
579,0.13,4.83
580,0.395,3.77
581,1.07,1.045
582,0.58,3.03
583,0.25,4.35
584,0.35,3.95
585,0.145,4.77
586,0.275,4.225
587,0.975,1.425
588,0.98,1.405
589,0.56,3.085
590,0.14,4.79
591,0.17,4.645
592,0.145,4.795
593,0.1,4.9
594,0.105,4.905
595,0.1,4.9
596,0.13,4.83
597,0.1,4.9
598,0.125,4.85
599,0.105,4.88
600,0.64,2.765
601,0.14,4.765
602,0.135,4.835
603,1.065,1.065
604,0.14,4.815
605,0.82,2.07
606,0.135,4.81
607,1.075,1.025
608,1.085,1.01
609,0.595,2.945
610,1.07,1.045
611,0.11,4.885
612,0.155,4.73
613,0.475,3.45
614,0.1,4.9
615,0.095,4.92
616,1.06,1.085
617,0.135,4.81
618,0.155,4.755
619,1.085,1.01
620,0.67,2.67
621,0.28,4.205
622,0.14,4.765
623,1.085,1.01
624,1.06,1.06
625,1.085,1.035
626,1.08,1.055
627,1.075,1.025
628,1.085,1.01
629,1.08,1.03
630,0.13,4.83
631,1.075,1.05
632,1.07,1.07
633,1.06,1.06
634,1.085,1.01
635,1.065,1.065
636,1.085,1.035
637,1.08,1.03
638,1.06,1.085
639,1.08,1.03
640,1.08,1.03
641,0.12,4.87
642,1.08,1.03
643,0.15,4.725
644,1.09,1.015
645,1.075,1.05
646,1.055,1.08
647,1.08,1.03
648,1.075,1.05
649,1.065,1.065
650,1.06,1.085
651,0.12,4.87
652,1.075,1.05
653,1.08,1.03
654,1.065,1.04
655,1.07,1.045
656,1.08,1.03
657,0.115,4.865
658,1.085,1.035
659,0.2,4.55
660,1.075,1.05
661,1.07,1.045
662,1.065,1.09
663,0.095,4.92
664,1.065,1.065
665,0.21,4.485
666,0.3,4.15
667,0.29,4.19
668,1.07,1.045
669,1.075,1.05
670,1.07,1.045
671,0.095,4.92
672,1.075,1.05
673,1.075,1.05
674,1.075,1.05
675,1.09,1.015
676,1.07,1.07
677,1.06,1.085
678,1.06,1.06
679,1.07,1.07
680,0.14,4.815
681,0.105,4.905
682,1.085,1.01
683,0.22,4.445
684,0.12,4.87
685,1.075,1.025
686,1.095,0.995
687,0.13,4.855
688,1.085,1.01
689,1.09,1.015
690,0.56,3.06
691,0.965,1.515
692,1.06,1.085
693,1.08,1.03
694,0.135,4.76
695,1.08,1.03
696,1.075,1.025
697,1.07,1.07
698,1.08,1.03
699,1.07,1.045
700,0.145,4.77
701,1.065,1.065
702,1.075,1.05
703,1.075,1.05
704,0.13,4.805
705,1.075,1.075
706,1.045,1.12
707,1.08,1.03
708,1.08,1.005
709,1.07,1.07
710,0.115,4.865
711,0.325,4.05
712,0.605,2.955
713,0.14,4.765
714,0.15,4.75
715,1.07,1.07
716,0.14,4.79
717,1.08,1.03
718,1.075,1.025
719,0.14,4.765
720,0.14,4.79
721,1.09,1.015
722,0.13,4.83
723,0.995,1.345
724,0.14,4.79
725,0.12,4.82
726,0.115,4.865
727,1.085,1.01
728,0.11,4.885
729,0.52,3.22
730,0.15,4.775
731,0.12,4.82
732,0.795,2.145
733,0.13,4.805
734,0.105,4.88
735,0.105,4.905
736,0.14,4.765
737,0.115,4.84
738,0.14,4.79
739,0.125,4.85
740,0.135,4.81
741,0.445,3.545
742,0.1,4.9
743,1.06,1.06
744,0.1,4.9
745,0.115,4.865
746,0.12,4.87
747,0.125,4.825
748,0.125,4.825
749,0.14,4.815
750,0.115,4.865
751,1.085,1.01
752,0.135,4.785
753,0.105,4.905
754,0.09,4.915
755,0.26,4.285
756,0.15,4.75
757,0.13,4.805
758,0.115,4.865
759,0.145,4.77
760,1.065,1.04
761,0.145,4.77
762,0.115,4.865
763,1.095,0.995
764,0.13,4.83
765,0.11,4.86
766,0.12,4.82
767,1.085,1.01
768,0.125,4.825
769,1.08,1.03
770,0.155,4.755
771,0.13,4.83
772,0.14,4.79
773,1.08,1.005
774,0.12,4.845
775,0.11,4.86
776,0.115,4.84
777,1.075,1.025
778,0.125,4.85
779,0.14,4.79
780,1.065,1.065
781,1.085,1.01
782,0.14,4.765
783,1.08,1.03
784,1.08,1.005
785,1.07,1.045
786,0.125,4.825
787,0.135,4.81
788,0.12,4.845
789,0.12,4.845
790,1.07,1.02
791,0.115,4.865
792,0.12,4.82
793,0.14,4.79
794,0.16,4.735
795,0.14,4.765
796,0.14,4.79
797,0.115,4.865
798,0.13,4.83
799,1.07,1.045
800,0.135,4.81
801,1.05,1.075
802,0.1,4.9
803,1.055,1.055
804,1.08,1.03
805,0.095,4.92
806,1.035,1.16
807,1.06,1.085
808,1.03,1.18
809,1.04,1.165
810,1.065,1.065
811,1.065,1.065
812,1.075,1.05
813,1.065,1.09
814,1.065,1.04
815,1.06,1.085
816,1.055,1.105
817,1.075,1.025
818,1.045,1.145
819,1.06,1.11
820,1.065,1.065
821,1.07,1.07
822,1.07,1.045
823,1.055,1.105
824,1.075,1.05
825,1.055,1.105
826,1.06,1.085
827,1.045,1.095
828,1.085,1.01
829,1.07,1.07
830,1.07,1.07
831,1.08,1.03
832,1.075,1.075
833,1.065,1.04
834,1.085,1.035
835,1.06,1.085
836,1.065,1.065
837,1.045,1.12
838,1.065,1.065
839,1.065,1.065
840,1.05,1.125
841,1.07,1.07
842,1.065,1.09
843,1.05,1.1
844,1.08,1.055
845,1.08,1.03
846,1.065,1.09
847,1.075,1.075
848,1.065,1.065
849,1.07,1.045
850,1.08,1.005
851,1.08,1.055
852,1.085,1.01
853,1.055,1.105
854,1.07,1.07
855,1.055,1.105
856,1.06,1.11
857,1.06,1.085
858,1.065,1.065
859,1.06,1.085
860,1.08,1.03
861,1.055,1.105
862,1.05,1.1
863,1.055,1.08
864,1.06,1.085
865,1.07,1.07
866,1.005,1.23
867,1.065,1.065
868,1.06,1.085
869,1.05,1.125
870,1.065,1.065
871,1.05,1.125
872,1.06,1.085
873,1.055,1.08
874,1.025,1.2
875,1.05,1.1
876,1.07,1.07
877,1.05,1.1
878,1.06,1.085
879,1.06,1.085
880,1.045,1.12
881,1.07,1.07
882,1.055,1.08
883,1.03,1.205
884,1.065,1.09
885,1.065,1.065
886,1.075,1.05
887,1.07,1.07
888,1.065,1.04
889,1.035,1.185
890,1.07,1.07
891,1.055,1.105
892,1.07,1.07
893,1.08,1.055
894,1.045,1.12
895,1.075,1.05
896,1.055,1.105
897,1.075,1.025
898,1.085,1.035
899,1.065,1.09
900,1.07,1.07
901,1.07,1.045
902,1.05,1.1
903,1.075,1.05
904,1.06,1.085
905,1.055,1.105
906,1.06,1.085
907,1.065,1.09
908,1.045,1.12
909,1.07,1.045
910,1.04,1.14
911,1.065,1.065
912,1.035,1.185
913,1.03,1.18
914,1.06,1.085
915,1.05,1.1
916,1.045,1.12
917,1.07,1.07
918,1.05,1.125
919,1.045,1.12
920,1.06,1.085
921,1.055,1.08
922,1.07,1.045
923,1.065,1.065
924,1.07,1.07
925,1.065,1.065
926,1.075,1.025
927,1.07,1.07
928,1.055,1.105
929,1.035,1.16
930,1.085,1.035
931,1.07,1.02
932,1.045,1.095
933,1.055,1.08
934,1.065,1.09
935,1.05,1.125
936,1.025,1.225
937,1.08,1.055
938,1.08,1.03
939,1.065,1.065
940,1.065,1.09
941,1.06,1.11
942,1.08,1.03
943,1.065,1.09
944,1.065,1.04
945,1.015,1.215
946,1.085,1.035
947,1.045,1.145
948,1.06,1.085
949,1.08,1.055
950,1.08,1.005
951,1.055,1.08
952,1.045,1.12
953,1.07,1.07
954,1.05,1.125
955,1.08,1.055
956,1.065,1.065
957,1.065,1.09
958,1.045,1.12
959,1.07,1.07
960,1.06,1.085
961,1.065,1.065
962,1.065,1.065
963,1.075,1.05
964,1.06,1.06
965,1.06,1.085
966,1.06,1.085
967,1.055,1.105
968,1.06,1.035
969,1.055,1.08
970,1.06,1.085
971,1.045,1.12
972,1.08,1.03
973,1.065,1.09
974,1.04,1.14
975,1.055,1.08
976,1.07,1.045
977,1.075,1.05
978,1.04,1.165
979,1.065,1.065
980,1.065,1.065
981,1.075,1.075
982,1.06,1.06
983,1.055,1.105
984,1.06,1.085
985,1.065,1.065
986,1.055,1.08
987,1.035,1.135
988,1.06,1.085
989,1.06,1.11
990,1.04,1.115
991,1.08,1.055
992,1.06,1.035
993,1.085,1.035
994,1.07,1.07
995,1.05,1.1
996,1.08,1.03
997,1.065,1.065
998,1.075,1.05
999,1.05,1.1
